source_code,source_id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answers,explanation,explanation_url,flags,metadata
pe-09,029,Which service provides a virtually unlimited amount of online highly durable object storage?,Amazon Redshift.,Amazon Elastic File System (Amazon EFS).,Amazon Elastic Container Service (Amazon ECS).,Amazon S3.,,['d'],,,,
pe-09,030,Which AWS feature should a customer leverage to achieve high availability of an application?,AWS Direct Connect.,Availability Zones.,Data centers.,Amazon Virtual Private Cloud (Amazon VPC).,,['b'],,,,
pe-09,031,Which AWS service or feature can enhance network security by blocking requests from a particular network for a web application on AWS? (Select TWO),AWS WAF.,AWS Trusted Advisor.,AWS Direct Connect.,AWS Organizations.,Network ACLs.,"['a', 'e']",,,,
pe-09,032,Which of the following is a cloud architectural design principle?,Scale up not out.,Loosely couple components.,Build monolithic systems.,Use commercial database software.,,['b'],,,,
pe-09,033,"Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?",Amazon CloudWatch.,AWS CloudTrail.,AWS Config.,AWS Health.,,['b'],,,,
pe-09,034,Where can AWS compliance and certification reports be downloaded?,AWS Artifact.,AWS Concierge.,AWS Certificate Manager.,AWS Trusted Advisor.,,['a'],,,,
pe-09,035,The financial benefits of using AWS are: (Select TWO),Reduced Total Cost of Ownership (TCO).,Increased capital expenditure (capex).,Reduced operational expenditure ( opex ).,Deferred payment plans for startups.,Business credit lines for startups.,"['a', 'c']",,,,
pe-09,036,Which AWS service can serve a static website?,Amazon S3.,Amazon Route 53.,Amazon QuickSight.,AWS X-Ray.,,['a'],,,,
pe-09,037,What are the benefits of using the AWS Cloud for companies with customers in many countries around the world (Select TWO),Companies can deploy applications in multiple AWS Regions to reduce latency.,Amazon Translate automatically translates third-party website interfaces into multiple languages.,Amazon CloudFront has multiple edge locations around the world to reduce latency.,Amazon Comprehend allows users to build applications that can respond to user requests in many languages.,Elastic Load Balancing can distribute application web traffic to multiple AWS Regions around the world which reduces latency.,"['a', 'c']",,,,
pe-09,038,Which of the following are main components of the AWS global infrastructure? (Select TWO),Resource groups.,Availability Zones.,Security groups.,Regions.,Amazon Machine Images (AMIS).,"['b', 'd']",,,,
pe-09,039,What is the AWS customer responsible for according to the AWS shared responsibility model?,Physical access controls.,Data encryption.,Secure disposal of storage devices.,Environmental risk management.,,['b'],,,,
pe-09,040,"If each department within a company has its own AWS account, what is one way to enable consolidated billing?",Use AWS Budgets on each account to pay only to budget.,Contact AWS Support for a monthly bill.,Create an AWS Organization from the payer account and invite the other accounts to join.,"Put all invoices into one Amazon Simple Storage Service (Amazon S3) bucket, load data into Amazon Redshift, and then run a billing report.",,['c'],,,,
pe-09,041,What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?,Project management.,Antivirus software licensing.,Data center security.,Software development.,,['c'],,,,
pe-09,042,"What is the benefit of using AWS managed services, such as Amazon ElastiCache and Amazon Relational Database Service (Amazon RDS)?",They require the customer to monitor and replace failing instances.,They have better performance than customer-managed services.,They simplify patching and updating underlying OSs.,They do not require the customer to optimize instance type or size selections.,,['c'],"- AWS Managed Services takes care of all of your patching and backup activities to help keep your resources current and secure. When updates or patches are released by OS vendors, AWS Managed Services applies them in a timely and consistent manner to minimize the impact on your business",,,
pe-09,043,Which services can be used across hybrid AWS Cloud architectures? (Select TWO),Amazon Route 53.,Virtual Private Gateway.,Classic Load Balancer.,Auto Scaling.,Amazon CloudWatch default metrics.,"['a', 'b']",,,,
pe-09,044,Which statement best describes Elastic Load Balancing?,It translates a domain name into an IP address using DNC.,It distributes incoming application traffic across one or more Amazon EC2 instances.,It collects metrics on connected Amazon EC2 instances.,It automatically adjusts the number of Amazon EC2 instances to support incoming traffic.,,['b'],,,,
pe-09,045,Which of the following is a fast and reliable NoSQL database service?,Amazon Redshift.,Amazon RDS.,Amazon DynamoDB.,Amazon S3.,,['c'],,,,
pe-09,046,Which AWS service would you use to obtain compliance reports and certificates?,AWS Artifact.,AWS Lambda.,Amazon Inspector.,AWS Certificate Manager.,,['a'],,,,
pe-09,047,Which AWS services are defined as global instead of regional? (Select TWO),Amazon Route 53.,Amazon EC2.,Amazon S3.,Amazon CloudFront.,Amazon DynamoDB.,"['a', 'd']",,,,
pe-09,048,How would an AWS customer easily apply common access controls to a large set of users?,Apply an IAM policy to an IAM group.,Apply an IAM policy to an IAM role.,Apply the same IAM policy to all IAM users with access to the same workload.,Apply an IAM policy to an Amazon Cognito user pool.,,['a'],,,,
pe-09,049,Which of the following is an important architectural design principle when designing cloud applications?,Use multiple Availability Zones.,Use tightly coupled components.,Use open source software.,Provision extra capacity.,,['a'],,,,
pe-09,050,Which service allows a company with multiple AWS accounts to combine its usage to obtain volume discounts?,AWS Server Migration Service.,AWS Organizations.,AWS Budgets.,AWS Trusted Advisor.,,['b'],,,,
pe-10,001,Which of the following can an AWS customer use to launch a new Amazon Relational Database Service (Amazon RDS) cluster? (Select TWO),AWS Concierge.,AWS CloudFormation.,Amazon Simple Storage Service (Amazon S3).,Amazon EC2 Auto Scaling.,AWS Management Console.,"['b', 'e']",,,,
pe-10,002,Which of the following Reserved Instance (RI) pricing models provides the highest average savings compared to On-Demand pricing?,"One-year, No Upfront, Standard RI pricing.","One-year, All Upfront, Convertible RI pricing.","Three-year, All Upfront, Standard RI pricing.","Three-year, No Upfront, Convertible RI pricing.",,['c'],,,,
pe-10,003,Which of the following are features of Amazon CloudWatch Logs? (Select TWO),Summaries by Amazon Simple Notification Service (Amazon SNS).,Free Amazon Elasticsearch Service analytics.,Provided at no charge.,Real-time monitoring.,Adjustable retention.,"['d', 'e']",,,,
pe-10,004,Which of the following is an AWS-managed compute service?,Amazon SWF.,Amazon EC2.,AWS Lambda.,Amazon Aurora.,,['c'],,,,
pe-10,005,A company wants to reduce the physical compute footprint that developers use to run code. Which service would meet that need by enabling serverless architectures?,Amazon Elastic Compute Cloud (Amazon EC2).,AWS Lambda.,Amazon DynamoDB.,AWS CodeCommit.,,['b'],,,,
pe-10,006,Which of the following is the customer’s responsibility under the AWS shared responsibility model?,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,['c'],,,,
pe-10,007,According to the AWS shared responsibility model who is responsible for configuration management?,It is solely the responsibility of the customer.,It is solely the responsibility of AWS.,It is shared between AWS and the customer.,It is not part of the AWS shared responsibility model.,,['c'],,,,
pe-10,008,Which security service automatically recognizes and classifies sensitive data or intellectual property on AWS?,Amazon GuardDuty.,Amazon Macie.,Amazon Inspector.,AWS Shield.,,['b'],,,,
pe-10,009,Which of the following BEST describe the AWS pricing model? (Select TWO),Fixed-term.,Pay-as-you-go.,Colocation.,Planned.,Variable cost.,"['b', 'e']",,,,
pe-10,010,"Under the shared responsibility model, which of the following tasks are the responsibility of the AWS customer? (Select TWO)",Ensuring that application data is encrypted at rest.,Ensuring that AWS NTP servers are set to the correct time.,Ensuring that users have received security training in the use of AWS services.,Ensuring that access to data centers is restricted.,Ensuring that hardware is disposed of properly.,"['a', 'c']",,,,
pe-10,011,A customer is using multiple AWS accounts with separate billing. How can the customer take advantage of volume discounts with minimal impact to the AWS resources?,Create one global AWS account and move all AWS resources to that account.,Sign up for three years of Reserved Instance pricing up front.,Use the consolidated billing feature from AWS Organizations.,Sign up for the AWS Enterprise support plan to get volume discounts.,,['c'],,,,
